customer_id,loan_id,pan_number,application_date,disbursement_date,age,gender,state,city_tier,pincode,employment_type,years_employed,monthly_income,loan_amount,loan_tenure_months,loan_purpose,loan_type,interest_rate,cibil_score,existing_loans,credit_utilization,dpd_30_count,dpd_60_count,dpd_90_count,bureau_inquiries_6m,oldest_account_age_months,total_credit_limit,number_of_credit_cards,bureau_last_updated,default_12m,repeat_applicant_flag,pan_valid_flag,app_year,app_month,app_quarter,bureau_age_days,bureau_stale_flag,ntc_flag,dpd_30_count_missing,dpd_60_count_missing,dpd_90_count_missing,bureau_inquiries_6m_missing,oldest_account_age_months_missing,existing_loans_missing,number_of_credit_cards_missing,pincode_valid_flag,monthly_emi_est,foir,income_to_loan_ratio,annual_income,loan_to_income_ratio,delinquency_score,any_dpd_90_flag,any_delinquency_flag,bureau_stress_index,high_foir_flag,low_income_flag,high_loan_flag,cibil_band,employment_stability,loan_size_cat,age_band,foir_band,cibil_band_woe,emp_type_woe,age_band_woe,loan_size_woe
CUST0018549,LN00018549,ABCDE5688F,2024-12-26,2024-12-30,63,Male,Gujarat,1,771672.0,Salaried,1.5,45137.0,99573.0,48,Business,Unsecured,15.03,-1.0,0.0,0.6739,0.0,1.0,0.0,0.0,44.0,1038860.0,2.0,2024-10-10,0,0,1,2024,12,4,77.0,0,1,0,0,0,0,0,0,0,1,2282.0,0.0506,5.4397,541644.0,0.1838,2.0,0,1,1,0,0,0,0_ntc,3,Small,51-65,<30%,-0.0996032424277411,0.05201670575236686,-0.0035776705345742085,0.004894942648551049
CUST0276095,LN00276095,ABCDE4573F,2024-12-26,2025-01-07,43,Male,Uttar Pradesh,1,624446.0,Salaried,1.2,36073.0,102151.0,60,Debt Consolidation,Unsecured,13.62,434.0,1.0,0.4908,2.0,-1.0,0.0,2.0,122.0,1778917.0,1.0,2024-12-05,0,0,1,2024,12,4,21.0,0,0,0,1,0,0,0,0,0,1,1873.0,0.0519,4.2376,432876.0,0.236,2.0,0,1,0,0,0,0,1_poor,3,Medium,41-50,<30%,-1.569945287585048,0.05201670575236686,-0.09958427303485602,0.0051811910962659274
CUST0422287,LN00422287,ABCDE9789F,2024-12-26,2025-01-05,32,Male,Kerala,1,,Salaried,1.7,71566.0,1023678.0,24,Personal,Unsecured,18.15,751.0,4.0,0.0574,0.0,0.0,0.0,2.0,64.0,1005581.0,1.0,2024-06-28,0,0,1,2024,12,4,181.0,1,0,0,0,0,0,0,0,0,0,46919.0,0.6556,0.8389,858792.0,1.192,0.0,0,0,1,1,0,1,5_excellent,3,Very Large,31-40,60-75%,1.6210987154947387,0.05201670575236686,0.019888728292701774,-0.09875114215041046
CUST0233550,LN00233550,ABCDE8016F,2024-12-26,2025-01-02,58,Female,Rajasthan,3,141805.0,Salaried,0.8,56768.0,1060007.0,72,Personal,Secured,18.14,-1.0,1.0,0.2392,0.0,1.0,0.0,1.0,114.0,411430.0,2.0,2024-10-19,0,0,1,2024,12,4,68.0,0,1,0,0,0,0,0,0,0,1,16195.0,0.2853,0.6427,681216.0,1.5561,2.0,0,1,1,0,0,1,0_ntc,3,Very Large,51-65,<30%,-0.0996032424277411,0.05201670575236686,-0.0035776705345742085,-0.09875114215041046
CUST0410395,LN00410395,ABCDE6819F,2024-12-26,2025-01-06,43,Male,Haryana,3,813493.0,Self-Employed,3.4,89509.0,229669.0,48,Education,Unsecured,24.68,657.0,1.0,0.6991,0.0,0.0,0.0,0.0,205.0,498822.0,0.0,2024-11-16,0,0,1,2024,12,4,40.0,0,0,0,0,0,0,0,0,0,1,5263.0,0.0588,4.6768,1074108.0,0.2138,0.0,0,0,0,0,0,0,3_average,1,Medium,41-50,<30%,1.193165060681326,-0.021608542694506818,-0.09958427303485602,0.0051811910962659274
CUST0257471,LN00257471,ABCDE4752F,2024-12-26,2025-01-01,58,Female,Odisha,2,358292.0,Salaried,0.9,74396.0,267867.0,72,Education,Unsecured,25.82,699.0,2.0,0.1339,0.0,0.0,0.0,1.0,233.0,1924344.0,2.0,2024-07-18,0,0,1,2024,12,4,161.0,1,0,0,0,0,0,0,0,0,1,4092.0,0.055,3.3328,892752.0,0.3,0.0,0,0,0,0,0,0,3_average,3,Medium,51-65,<30%,1.193165060681326,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0197998,LN00197998,ABCDE3989F,2024-12-26,2024-12-30,44,Male,Gujarat,2,904149.0,Salaried,10.7,78299.0,779057.0,36,Business,Unsecured,14.86,778.0,3.0,0.217,0.0,0.0,0.0,2.0,24.0,1910635.0,2.0,2024-10-20,0,0,1,2024,12,4,67.0,0,0,0,0,0,0,0,0,0,1,23805.0,0.304,1.2061,939588.0,0.8291,0.0,0,0,0,0,0,1,5_excellent,3,Very Large,41-50,30-50%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,-0.09875114215041046
CUST0287112,LN00287112,ABCDE6974F,2024-12-26,2025-01-04,23,Male,Punjab,2,305951.0,Salaried,13.9,88705.0,483625.0,24,Personal,Unsecured,24.18,753.0,0.0,0.451,0.0,0.0,0.0,-1.0,40.0,433496.0,2.0,2024-07-07,0,0,1,2024,12,4,172.0,1,0,0,0,0,1,0,0,0,1,22166.0,0.2499,2.201,1064460.0,0.4543,0.0,0,0,0,0,0,0,5_excellent,3,Large,21-30,<30%,1.6210987154947387,0.05201670575236686,0.123766687675743,0.055088904789337256
CUST0358442,LN00358442,ABCDE6615F,2024-12-26,2025-01-07,42,Unknown,Punjab,3,465290.0,Salaried,0.5,55788.5,85421.0,24,Personal,Secured,19.45,686.0,2.0,0.2686,-1.0,0.0,0.0,1.0,202.0,1075227.0,1.0,2024-11-06,0,0,1,2024,12,4,50.0,0,0,1,0,0,0,0,0,0,1,3915.0,0.0702,7.8372,669462.0,0.1276,0.0,0,0,0,0,0,0,3_average,3,Small,41-50,<30%,1.193165060681326,0.05201670575236686,-0.09958427303485602,0.004894942648551049
CUST0249518,LN00249518,ABCDE8445F,2024-12-26,2025-01-05,58,Female,Maharashtra,3,740726.0,Salaried,3.5,57816.0,225831.0,36,Medical,Unsecured,22.65,720.0,0.0,0.1953,1.0,0.0,0.0,5.0,291.0,199014.0,1.0,2024-12-09,0,0,1,2024,12,4,17.0,0,0,0,0,0,0,0,0,0,1,6900.0,0.1193,3.0722,693792.0,0.3255,1.0,0,1,1,0,0,0,4_good,3,Medium,51-65,<30%,1.2642628834533345,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0068440,LN00068440,ABCDE7521F,2024-12-26,2024-12-29,51,Female,Tamil Nadu,1,,Self-Employed,8.1,130676.0,183509.0,36,Personal,Unsecured,18.15,715.0,2.0,0.1858,-1.0,0.0,0.0,2.0,248.0,806206.0,1.0,2024-08-05,0,0,1,2024,12,4,143.0,1,0,1,0,0,0,0,0,0,0,5607.0,0.0429,8.5452,1568112.0,0.117,0.0,0,0,0,0,0,0,4_good,1,Medium,51-65,<30%,1.2642628834533345,-0.021608542694506818,-0.0035776705345742085,0.0051811910962659274
CUST0477831,LN00477831,ABCDE5892F,2024-12-26,2024-12-30,42,Male,Uttar Pradesh,2,955545.0,Salaried,0.8,66773.0,508366.0,48,Home Renovation,Unsecured,18.15,694.0,0.0,0.2686,0.0,0.0,-1.0,2.0,146.0,709722.0,1.0,2024-12-10,0,0,1,2024,12,4,16.0,0,0,0,0,1,0,0,0,0,1,11650.0,0.1745,1.5762,801276.0,0.6344,0.0,0,0,0,0,0,1,3_average,3,Large,41-50,<30%,1.193165060681326,0.05201670575236686,-0.09958427303485602,0.055088904789337256
CUST0411220,LN00411220,ABCDE7257F,2024-12-26,2025-01-04,36,Female,Madhya Pradesh,1,782116.0,Self-Employed,3.0,127800.0,268903.0,36,Medical,Unsecured,19.26,614.0,2.0,0.1196,0.0,0.0,0.0,0.0,111.0,1970426.0,0.0,2024-10-27,0,0,1,2024,12,4,60.0,0,0,0,0,0,0,0,0,0,1,8216.0,0.0643,5.7032,1533600.0,0.1753,0.0,0,0,0,0,0,0,2_below_avg,1,Medium,31-40,<30%,-0.4418293481453998,-0.021608542694506818,0.019888728292701774,0.0051811910962659274
CUST0214618,LN00214618,ABCDE4512F,2024-12-26,2024-12-28,30,Male,Punjab,3,761934.0,Salaried,3.4,97590.0,178721.0,36,Home Renovation,Secured,21.02,651.0,2.0,0.1087,0.0,-1.0,0.0,1.0,140.0,346826.0,1.0,2024-11-18,0,0,1,2024,12,4,38.0,0,0,0,1,0,0,0,0,0,1,5461.0,0.056,6.5526,1171080.0,0.1526,0.0,0,0,0,0,0,0,3_average,3,Medium,21-30,<30%,1.193165060681326,0.05201670575236686,0.123766687675743,0.0051811910962659274
CUST0273129,LN00273129,ABCDE2130F,2024-12-26,2025-01-08,52,Male,Maharashtra,2,156684.0,Business,1.6,71708.0,210651.0,60,Business,Secured,13.62,743.0,3.0,0.4358,0.0,0.0,0.0,0.0,265.0,155892.0,1.0,2024-10-31,0,0,1,2024,12,4,56.0,0,0,0,0,0,0,0,0,0,1,3862.0,0.0539,4.0849,860496.0,0.2448,0.0,0,0,0,0,0,0,4_good,2,Medium,51-65,<30%,1.2642628834533345,0.020310544640121195,-0.0035776705345742085,0.0051811910962659274
CUST0087777,LN00087777,ABCDE6614F,2024-12-26,2024-12-30,60,Male,Karnataka,1,844159.0,Salaried,0.5,52856.0,47224.0,48,Personal,Unsecured,10.64,773.0,3.0,0.2686,0.0,0.0,1.0,1.0,15.0,1974795.0,1.0,2024-10-21,0,0,1,2024,12,4,66.0,0,0,0,0,0,0,0,0,0,1,1082.0,0.0205,13.4311,634272.0,0.0745,4.0,1,1,0,0,0,0,5_excellent,3,Small,51-65,<30%,1.6210987154947387,0.05201670575236686,-0.0035776705345742085,0.004894942648551049
CUST0045491,LN00045491,ABCDE5872F,2024-12-26,2025-01-05,25,Male,Tamil Nadu,2,775295.0,Self-Employed,5.2,159443.0,491770.0,60,Personal,Secured,23.21,705.0,4.0,0.4481,0.0,-1.0,0.0,1.0,22.0,167953.0,0.0,2024-10-07,0,0,1,2024,12,4,80.0,0,0,0,1,0,0,0,0,0,1,9016.0,0.0565,3.8907,1913316.0,0.257,0.0,0,0,1,0,0,0,4_good,1,Large,21-30,<30%,1.2642628834533345,-0.021608542694506818,0.123766687675743,0.055088904789337256
CUST0469474,LN00469474,ABCDE8469F,2024-12-26,2025-01-01,21,Female,Tamil Nadu,1,987694.0,Self-Employed,0.5,45098.0,114831.0,48,Personal,Secured,21.36,624.0,1.0,0.4225,2.0,0.0,1.0,3.0,161.0,402992.0,2.0,2024-09-08,0,0,1,2024,12,4,109.0,1,0,0,0,0,0,0,0,0,1,2632.0,0.0584,4.7128,541176.0,0.2122,6.0,1,1,0,0,0,0,2_below_avg,1,Medium,21-30,<30%,-0.4418293481453998,-0.021608542694506818,0.123766687675743,0.0051811910962659274
CUST0390170,LN00390170,ABCDE8462F,2024-12-26,2025-01-02,25,Male,Uttar Pradesh,3,854378.0,Freelancer,0.5,29989.0,1825630.0,48,Business,Secured,15.16,562.0,2.0,0.6859,2.0,-1.0,0.0,0.0,34.0,701317.0,2.0,2024-12-12,0,0,1,2024,12,4,14.0,0,0,0,1,0,0,0,0,0,1,41837.0,0.95,0.1971,359868.0,5.0731,2.0,0,1,0,1,0,1,1_poor,0,Very Large,21-30,>75%,-1.569945287585048,-0.3908525845826807,0.123766687675743,-0.09875114215041046
CUST0141586,LN00141586,ABCDE2160F,2024-12-26,2025-01-09,49,Female,Maharashtra,2,309635.0,Salaried,6.4,57052.0,111200.0,24,Education,Secured,20.56,701.0,2.0,0.5369,0.0,1.0,0.0,1.0,130.0,1301526.0,1.0,2024-07-28,0,0,1,2024,12,4,151.0,1,0,0,0,0,0,0,0,0,1,5097.0,0.0893,6.1567,684624.0,0.1624,2.0,0,1,0,0,0,0,4_good,3,Medium,41-50,<30%,1.2642628834533345,0.05201670575236686,-0.09958427303485602,0.0051811910962659274
CUST0318478,LN00318478,ABCDE3636F,2024-12-26,2025-01-08,44,Male,Rajasthan,2,212642.0,Salaried,5.8,55788.5,293731.0,24,Personal,Secured,16.99,767.0,1.0,0.4028,1.0,0.0,0.0,1.0,68.0,1520742.0,4.0,2024-10-03,0,0,1,2024,12,4,84.0,0,0,0,0,0,0,0,0,0,1,13463.0,0.2413,2.2792,669462.0,0.4388,1.0,0,1,0,0,0,0,5_excellent,3,Medium,41-50,<30%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,0.0051811910962659274
CUST0467278,LN00467278,ABCDE7906F,2024-12-26,2024-12-28,54,Male,Haryana,1,919125.0,Salaried,1.1,27764.0,472985.0,12,Debt Consolidation,Unsecured,23.38,723.0,1.0,0.2619,1.0,0.0,0.0,-1.0,181.0,534197.0,3.0,2024-11-23,0,0,1,2024,12,4,33.0,0,0,0,0,0,1,0,0,0,1,43357.0,0.95,0.7044,333168.0,1.4197,1.0,0,1,0,1,0,0,4_good,3,Large,51-65,>75%,1.2642628834533345,0.05201670575236686,-0.0035776705345742085,0.055088904789337256
CUST0338771,LN00338771,ABCDE4167F,2024-12-26,2025-01-01,64,Male,Delhi,3,,Salaried,1.3,24406.0,569867.0,36,Home Renovation,Secured,15.97,695.0,6.0,0.2352,1.0,0.0,0.0,1.0,291.0,1768580.0,0.0,2024-12-25,0,0,1,2024,12,4,1.0,0,0,0,0,0,0,0,0,0,0,17413.0,0.7135,0.5139,292872.0,1.9458,1.0,0,1,1,1,1,1,3_average,3,Large,51-65,60-75%,1.193165060681326,0.05201670575236686,-0.0035776705345742085,0.055088904789337256
CUST0135621,LN00135621,ABCDE2820F,2024-12-26,2025-01-04,52,Male,Delhi,1,724220.0,Salaried,1.1,54559.0,2093009.0,72,Home Renovation,Secured,21.75,-1.0,3.0,0.4209,1.0,0.0,0.0,3.0,100.0,1519583.0,0.0,2024-06-26,1,0,1,2024,12,4,183.0,1,1,0,0,0,0,0,0,0,1,31977.0,0.5861,0.3128,654708.0,3.1969,1.0,0,1,1,0,0,1,0_ntc,3,Very Large,51-65,50-60%,-0.0996032424277411,0.05201670575236686,-0.0035776705345742085,-0.09875114215041046
CUST0229866,LN00229866,ABCDE2495F,2024-12-26,2025-01-08,30,Female,Maharashtra,1,138091.0,Salaried,2.8,28149.0,312799.0,36,Business,Unsecured,20.98,783.0,2.0,0.2524,1.0,0.0,-1.0,1.0,274.0,1277874.0,0.0,2024-10-28,0,0,1,2024,12,4,59.0,0,0,0,0,1,0,0,0,0,1,9558.0,0.3396,1.0799,337788.0,0.926,1.0,0,1,0,0,0,0,5_excellent,3,Large,21-30,30-50%,1.6210987154947387,0.05201670575236686,0.123766687675743,0.055088904789337256
CUST0013235,LN00013235,ABCDE5783F,2024-12-26,2025-01-04,23,Female,Maharashtra,2,709981.0,Salaried,2.0,51507.0,213432.0,36,Education,Unsecured,11.99,760.0,0.0,0.2888,0.0,0.0,0.0,2.0,250.0,950012.0,1.0,2024-11-26,0,0,1,2024,12,4,30.0,0,0,0,0,0,0,0,0,0,1,6522.0,0.1266,2.8959,618084.0,0.3453,0.0,0,0,0,0,0,0,5_excellent,3,Medium,21-30,<30%,1.6210987154947387,0.05201670575236686,0.123766687675743,0.0051811910962659274
CUST0092944,LN00092944,ABCDE3690F,2024-12-26,2025-01-05,59,Female,Madhya Pradesh,2,256750.0,Salaried,4.7,84974.0,278727.0,36,Home Renovation,Unsecured,13.59,664.0,1.0,0.2595,0.0,0.0,0.0,2.0,4.0,756930.0,4.0,2024-08-16,0,0,1,2024,12,4,132.0,1,0,0,0,0,0,0,0,0,1,8517.0,0.1002,3.6584,1019688.0,0.2733,0.0,0,0,0,0,0,0,3_average,3,Medium,51-65,<30%,1.193165060681326,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0093311,LN00093311,ABCDE3446F,2024-12-26,2025-01-09,49,Male,Delhi,3,678088.0,Self-Employed,4.7,85166.0,954747.0,48,Home Renovation,Unsecured,21.3,-1.0,2.0,0.1537,0.0,0.0,0.0,0.0,87.0,960538.0,-1.0,,0,0,1,2024,12,4,,0,1,0,0,0,0,0,0,1,1,21880.0,0.2569,1.0704,1021992.0,0.9342,0.0,0,0,1,0,0,1,0_ntc,1,Very Large,41-50,<30%,-0.0996032424277411,-0.021608542694506818,-0.09958427303485602,-0.09875114215041046
CUST0455747,LN00455747,ABCDE8850F,2024-12-26,2025-01-07,51,Female,Gujarat,3,573156.0,Self-Employed,12.4,126757.0,922770.0,36,Personal,Unsecured,18.83,784.0,5.0,0.2686,1.0,0.0,0.0,1.0,-1.0,1427153.0,3.0,,0,0,1,2024,12,4,,0,0,0,0,0,0,1,0,0,1,28196.0,0.2224,1.6484,1521084.0,0.6067,1.0,0,1,1,0,0,1,5_excellent,1,Very Large,51-65,<30%,1.6210987154947387,-0.021608542694506818,-0.0035776705345742085,-0.09875114215041046
CUST0277536,LN00277536,ABCDE6138F,2024-12-26,2025-01-02,48,Female,Delhi,2,685106.0,Salaried,3.9,87835.0,285483.0,60,Education,Unsecured,20.35,-1.0,2.0,0.0878,-1.0,0.0,0.0,1.0,67.0,138795.0,2.0,2024-10-19,0,0,1,2024,12,4,68.0,0,1,1,0,0,0,0,0,0,1,5234.0,0.0596,3.6921,1054020.0,0.2709,0.0,0,0,1,0,0,0,0_ntc,3,Medium,41-50,<30%,-0.0996032424277411,0.05201670575236686,-0.09958427303485602,0.0051811910962659274
CUST0119308,LN00119308,ABCDE8340F,2024-12-26,2025-01-05,57,Male,Madhya Pradesh,3,245722.0,Salaried,2.8,91104.0,202030.0,36,Business,Secured,16.88,-1.0,0.0,0.1419,0.0,0.0,-1.0,2.0,274.0,650362.0,1.0,2024-07-13,1,0,1,2024,12,4,166.0,1,1,0,0,1,0,0,0,0,1,6173.0,0.0678,5.4113,1093248.0,0.1848,0.0,0,0,1,0,0,0,0_ntc,3,Medium,51-65,<30%,-0.0996032424277411,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0111533,LN00111533,ABCDE8210F,2024-12-26,2025-01-05,30,Male,Telangana,3,626724.0,Salaried,0.6,55788.5,190080.0,48,Home Renovation,Unsecured,17.16,752.0,2.0,0.4049,-1.0,-1.0,0.0,-1.0,42.0,1602191.0,2.0,2024-12-02,0,0,1,2024,12,4,24.0,0,0,1,1,0,1,0,0,0,1,4356.0,0.0781,3.522,669462.0,0.2839,0.0,0,0,0,0,0,0,5_excellent,3,Medium,21-30,<30%,1.6210987154947387,0.05201670575236686,0.123766687675743,0.0051811910962659274
CUST0241954,LN00241954,ABCDE1299F,2024-12-26,2025-01-03,49,Male,Uttar Pradesh,2,485225.0,Salaried,3.3,28588.0,744290.0,48,Home Renovation,Unsecured,15.56,-1.0,1.0,0.2564,0.0,0.0,0.0,2.0,92.0,416981.0,1.0,2024-09-18,0,0,1,2024,12,4,99.0,1,1,0,0,0,0,0,0,0,1,17057.0,0.5966,0.4609,343056.0,2.1696,0.0,0,0,1,0,0,1,0_ntc,3,Very Large,41-50,50-60%,-0.0996032424277411,0.05201670575236686,-0.09958427303485602,-0.09875114215041046
CUST0138885,LN00138885,ABCDE4882F,2024-12-26,2025-01-04,43,Female,Gujarat,1,662908.0,Salaried,3.8,113953.0,333898.0,12,Personal,Secured,25.7,-1.0,1.0,0.1949,1.0,0.0,0.0,0.0,261.0,1493932.0,1.0,2024-10-18,0,0,1,2024,12,4,69.0,0,1,0,0,0,0,0,0,0,1,30607.0,0.2686,4.0954,1367436.0,0.2442,1.0,0,1,1,0,0,0,0_ntc,3,Large,41-50,<30%,-0.0996032424277411,0.05201670575236686,-0.09958427303485602,0.055088904789337256
CUST0414490,LN00414490,ABCDE5384F,2024-12-26,2025-01-04,56,Male,Telangana,2,986447.0,Salaried,0.6,38872.0,1767493.0,36,Personal,Unsecured,24.24,677.0,1.0,0.1716,0.0,0.0,0.0,3.0,183.0,304568.0,-1.0,2024-10-25,0,0,1,2024,12,4,62.0,0,0,0,0,0,0,0,0,1,1,54007.0,0.95,0.2639,466464.0,3.7891,0.0,0,0,0,1,0,1,3_average,3,Very Large,51-65,>75%,1.193165060681326,0.05201670575236686,-0.0035776705345742085,-0.09875114215041046
CUST0244956,LN00244956,ABCDE2026F,2024-12-26,2025-01-05,58,Male,Gujarat,3,559036.0,Freelancer,10.6,67628.0,525106.0,36,Personal,Unsecured,24.15,691.0,3.0,0.1769,0.0,0.0,0.0,2.0,282.0,256216.0,1.0,2024-09-01,0,0,1,2024,12,4,116.0,1,0,0,0,0,0,0,0,0,1,16045.0,0.2373,1.5455,811536.0,0.6471,0.0,0,0,0,0,0,1,3_average,0,Large,51-65,<30%,1.193165060681326,-0.3908525845826807,-0.0035776705345742085,0.055088904789337256
CUST0035778,LN00035778,ABCDE6472F,2024-12-26,2025-01-04,43,Male,Punjab,3,754225.0,Salaried,0.5,16078.0,2168191.52,36,Home Renovation,Unsecured,22.86,558.0,1.0,0.5501,1.0,0.0,0.0,3.0,137.0,888086.0,0.0,2024-10-27,0,0,1,2024,12,4,60.0,0,0,0,0,0,0,0,0,0,1,66250.0,0.95,0.089,192936.0,11.2379,1.0,0,1,0,1,1,1,1_poor,3,Very Large,41-50,>75%,-1.569945287585048,0.05201670575236686,-0.09958427303485602,-0.09875114215041046
CUST0320591,LN00320591,ABCDE4851F,2024-12-26,2024-12-30,21,Male,Delhi,2,823805.0,Business,6.9,136561.0,177141.0,24,Wedding,Unsecured,14.01,-1.0,-1.0,0.3211,0.0,1.0,0.0,2.0,-1.0,1530334.0,2.0,2024-10-11,0,0,1,2024,12,4,76.0,0,1,0,0,0,0,1,1,0,1,8119.0,0.0595,9.251,1638732.0,0.1081,2.0,0,1,1,0,0,0,0_ntc,2,Medium,21-30,<30%,-0.0996032424277411,0.020310544640121195,0.123766687675743,0.0051811910962659274
CUST0349336,LN00349336,ABCDE8703F,2024-12-26,2025-01-07,21,Male,Rajasthan,2,874798.0,Salaried,3.7,61731.0,1989399.0,36,Wedding,Unsecured,20.99,635.0,1.0,0.1994,0.0,0.0,0.0,1.0,277.0,83396.0,1.0,2024-07-28,0,0,1,2024,12,4,151.0,1,0,0,0,0,0,0,0,0,1,60787.0,0.95,0.3724,740772.0,2.6856,0.0,0,0,0,1,0,1,2_below_avg,3,Very Large,21-30,>75%,-0.4418293481453998,0.05201670575236686,0.123766687675743,-0.09875114215041046
CUST0269589,LN00269589,ABCDE9279F,2024-12-26,2025-01-01,52,Male,Maharashtra,3,173591.0,Salaried,3.8,55788.5,427067.0,60,Personal,Unsecured,18.63,712.0,2.0,0.0865,-1.0,1.0,-1.0,1.0,202.0,462469.0,1.0,2024-07-11,0,0,1,2024,12,4,168.0,1,0,1,0,1,0,0,0,0,1,7830.0,0.1404,1.5676,669462.0,0.6379,2.0,0,1,0,0,0,0,4_good,3,Large,51-65,<30%,1.2642628834533345,0.05201670575236686,-0.0035776705345742085,0.055088904789337256
CUST0205973,LN00205973,ABCDE1829F,2024-12-26,2025-01-01,39,Unknown,Kerala,3,752559.0,Salaried,1.5,68961.0,103360.0,12,Education,Unsecured,24.28,583.0,1.0,0.1124,-1.0,0.0,0.0,0.0,227.0,209974.0,1.0,2024-07-22,0,0,1,2024,12,4,157.0,1,0,1,0,0,0,0,0,0,1,9475.0,0.1374,8.0063,827532.0,0.1249,0.0,0,0,0,0,0,0,1_poor,3,Medium,31-40,<30%,-1.569945287585048,0.05201670575236686,0.019888728292701774,0.0051811910962659274
CUST0290927,LN00290927,ABCDE7187F,2024-12-26,2025-01-09,43,Male,Bihar,2,556694.0,Salaried,3.0,65155.0,95462.0,12,Home Renovation,Secured,11.31,752.0,1.0,0.5783,1.0,0.0,0.0,3.0,97.0,1184389.0,1.0,2024-12-18,0,0,1,2024,12,4,8.0,0,0,0,0,0,0,0,0,0,1,8751.0,0.1343,8.1903,781860.0,0.1221,1.0,0,1,0,0,0,0,5_excellent,3,Small,41-50,<30%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,0.004894942648551049
CUST0455163,LN00455163,ABCDE3738F,2024-12-26,2025-01-06,59,Female,West Bengal,2,735177.0,Salaried,1.5,64594.0,260568.0,36,Home Renovation,Unsecured,16.04,788.0,2.0,0.0796,0.0,-1.0,0.0,3.0,140.0,732434.0,0.0,2024-09-23,0,0,1,2024,12,4,94.0,1,0,0,1,0,0,0,0,0,1,7962.0,0.1233,2.9748,775128.0,0.3362,0.0,0,0,0,0,0,0,5_excellent,3,Medium,51-65,<30%,1.6210987154947387,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0179397,LN00179397,ABCDE7369F,2024-12-26,2025-01-01,29,Male,Delhi,2,378535.0,Salaried,8.5,87456.0,339563.0,36,Business,Unsecured,16.09,697.0,1.0,0.2513,2.0,0.0,0.0,2.0,25.0,1579348.0,1.0,,0,0,1,2024,12,4,,0,0,0,0,0,0,0,0,0,1,10376.0,0.1186,3.0907,1049472.0,0.3236,2.0,0,1,0,0,0,0,3_average,3,Large,21-30,<30%,1.193165060681326,0.05201670575236686,0.123766687675743,0.055088904789337256
CUST0107007,LN00107007,ABCDE1873F,2024-12-26,2025-01-01,49,Male,Delhi,1,523084.0,Salaried,1.3,23465.0,97749.0,84,Home Renovation,Secured,20.47,842.0,2.0,0.5547,2.0,0.0,-1.0,-1.0,185.0,135222.0,-1.0,2024-10-13,0,0,1,2024,12,4,74.0,0,0,0,0,1,1,0,0,1,1,1280.0,0.0545,2.8806,281580.0,0.3471,2.0,0,1,0,0,1,0,5_excellent,3,Small,41-50,<30%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,0.004894942648551049
CUST0295492,LN00295492,ABCDE6832F,2024-12-26,2025-01-07,46,Female,Gujarat,3,501409.0,Salaried,1.2,72353.0,1002772.0,24,Home Renovation,Secured,25.97,807.0,1.0,0.0497,0.0,1.0,0.0,4.0,17.0,666406.0,1.0,2024-09-10,0,0,1,2024,12,4,107.0,1,0,0,0,0,0,0,0,0,1,45960.0,0.6352,0.8658,868236.0,1.155,2.0,0,1,1,1,0,1,5_excellent,3,Very Large,41-50,60-75%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,-0.09875114215041046
CUST0089499,LN00089499,ABCDE5496F,2024-12-26,2025-01-04,50,Male,Tamil Nadu,2,133805.0,Self-Employed,2.8,16657.0,342372.0,36,Home Renovation,Secured,11.08,758.0,1.0,0.3805,1.0,0.0,0.0,1.0,93.0,1038860.0,1.0,2024-12-08,0,0,1,2024,12,4,18.0,0,0,0,0,0,0,0,0,0,1,10461.0,0.628,0.5838,199884.0,1.7129,1.0,0,1,0,1,1,0,5_excellent,1,Large,41-50,60-75%,1.6210987154947387,-0.021608542694506818,-0.09958427303485602,0.055088904789337256
CUST0189185,LN00189185,ABCDE5465F,2024-12-26,2025-01-04,54,Male,Tamil Nadu,1,793241.0,Salaried,0.5,31264.0,333484.0,36,Wedding,Unsecured,18.15,823.0,4.0,0.1117,-1.0,-1.0,0.0,2.0,238.0,957382.0,3.0,2024-07-21,0,0,1,2024,12,4,158.0,1,0,1,1,0,0,0,0,0,1,10190.0,0.3259,1.125,375168.0,0.8889,0.0,0,0,1,0,0,0,5_excellent,3,Large,51-65,30-50%,1.6210987154947387,0.05201670575236686,-0.0035776705345742085,0.055088904789337256
CUST0472603,LN00472603,ABCDE3869F,2024-12-26,2025-01-01,49,Male,Punjab,2,167407.0,Salaried,0.5,82969.0,642495.0,12,Other,Secured,14.6,547.0,1.0,0.2113,0.0,0.0,0.0,-1.0,176.0,243946.0,2.0,2024-10-10,1,0,1,2024,12,4,77.0,0,0,0,0,0,1,0,0,0,1,58895.0,0.7098,1.5496,995628.0,0.6453,0.0,0,0,0,1,0,1,1_poor,3,Very Large,41-50,60-75%,-1.569945287585048,0.05201670575236686,-0.09958427303485602,-0.09875114215041046
